Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Positivos,Edge Chromium 131,,,2025-01-20 03:17:08,2025-01-20 04:49:42,1h - 32m - 34.870s,FAILED
,,,,,,,
Test Cases/Registro_Envíos/3. Positivas/1. Paquetes/Origen Lima/2.Girley/Geo sin seleccionar/6. Limpiar y digitar dirección,Edge Chromium 131,,,2025-01-20 03:17:08,2025-01-20 03:18:37,1m - 29.635s,PASSED
"callTestCase(findTestCase(""Registro_Envíos/1.Inicio/1.Principal/Principal-Home""), [:], STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:08,2025-01-20 03:17:13,5.159s,PASSED
"callTestCase(findTestCase(""Registro_Envíos/1.Inicio/1.Principal/Selecc_paquete""), [:], STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:13,2025-01-20 03:17:22,8.656s,PASSED
"callTestCase(findTestCase(""Registro_Envíos/1.Inicio/2.Login/4.LoginCE-Colab""), [:], STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:22,2025-01-20 03:17:24,2.085s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/button_SeleccArt""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:24,2025-01-20 03:17:24,0.351s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_ART_LIMP""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:24,2025-01-20 03:17:25,0.365s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_artic""), ""PRUEBA1"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:25,2025-01-20 03:17:25,0.650s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_val""), ""13"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:25,2025-01-20 03:17:26,0.636s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_larg""), ""12"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:26,2025-01-20 03:17:27,0.637s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_anch""), ""14"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:27,2025-01-20 03:17:27,0.636s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_alt""), ""15"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:27,2025-01-20 03:17:28,0.652s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_peso""), ""1"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:28,2025-01-20 03:17:28,0.629s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_PuntPartid""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:28,2025-01-20 03:17:29,0.324s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/a_LIMA""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:29,2025-01-20 03:17:29,0.338s,PASSED
"delay(3, STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:29,2025-01-20 03:17:32,3.008s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Registro de envíos/Test cases/div_PROMCOLAB""), 0, STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:32,2025-01-20 03:17:32,0.300s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:32,2025-01-20 03:17:33,0.385s,PASSED
"delay(3, STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:33,2025-01-20 03:17:36,3.017s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_PuntLlegad""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:36,2025-01-20 03:17:36,0.412s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/input_PuntLlegad""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:36,2025-01-20 03:17:37,0.351s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_PuntLlegad""), ""san borja"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:37,2025-01-20 03:17:38,1.007s,PASSED
"delay(4, STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:38,2025-01-20 03:17:42,4.013s,PASSED
"scrollToElement(findTestObject(""Object Repository/Registro de envíos/Test cases/span_LIM_SanBorj""), 0, STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:42,2025-01-20 03:17:42,0.383s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_LIM_SanBorj""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:42,2025-01-20 03:17:42,0.462s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_TipEntreg""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:42,2025-01-20 03:17:43,0.325s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/a_EntregDomic""), STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:43,2025-01-20 03:17:44,1.655s,PASSED
"scrollToElement(findTestObject(""Object Repository/Registro de envíos/Test cases/input_dir_entreg""), 0, STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:44,2025-01-20 03:17:45,0.316s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_dir_entreg""), ""Los Eucaliptos, 555 - San Isidro, Lima"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:45,2025-01-20 03:17:46,0.783s,PASSED
"click(findTestObject(""Registro de envíos/Test cases/Girley/ClickFuera""))",Edge Chromium 131,,,2025-01-20 03:17:46,2025-01-20 03:17:48,2.458s,PASSED
"scrollToElement(findTestObject(""Object Repository/Registro de envíos/Test cases/input_dir_ref""), 0, STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:48,2025-01-20 03:17:48,0.300s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_dir_ref""), ""ABC"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:48,2025-01-20 03:17:49,0.637s,PASSED
delay(2),Edge Chromium 131,,,2025-01-20 03:17:49,2025-01-20 03:17:51,2.016s,PASSED
"click(findTestObject(""Registro de envíos/Test cases/Girley/Limpiar""))",Edge Chromium 131,,,2025-01-20 03:17:51,2025-01-20 03:17:51,0.335s,PASSED
delay(3),Edge Chromium 131,,,2025-01-20 03:17:51,2025-01-20 03:17:54,3.002s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_dir_entreg""), ""calle de las bellas artes 123"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:54,2025-01-20 03:17:55,0.755s,PASSED
"click(findTestObject(""Registro de envíos/Test cases/Girley/ClickFuera""))",Edge Chromium 131,,,2025-01-20 03:17:55,2025-01-20 03:17:56,1.043s,PASSED
"scrollToElement(findTestObject(""Object Repository/Registro de envíos/Test cases/input_dir_ref""), 0, STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:56,2025-01-20 03:17:56,0.303s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_dir_ref""), ""ABC"", STOP_ON_FAILURE)",Edge Chromium 131,,,2025-01-20 03:17:56,2025-01-20 03:17:57,0.650s,PASSED
