Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Positivos,Chrome 131.0.0.0,,,2025-01-07 03:40:31,2025-01-07 05:23:55,1h - 43m - 23.821s,FAILED
,,,,,,,
Test Cases/Registro_Envíos/3. Positivas/1. Paquetes/Origen Lima/2.Girley/Geo sin seleccionar/6. Limpiar y digitar dirección,Chrome 131.0.0.0,,,2025-01-07 03:40:32,2025-01-07 03:40:59,27.496s,FAILED
"callTestCase(findTestCase(""Registro_Envíos/1.Inicio/1.Principal/Principal-Home""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:32,2025-01-07 03:40:36,4.227s,PASSED
"callTestCase(findTestCase(""Registro_Envíos/1.Inicio/1.Principal/Selecc_paquete""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:36,2025-01-07 03:40:47,11.313s,PASSED
"callTestCase(findTestCase(""Registro_Envíos/1.Inicio/2.Login/4.LoginCE-Colab""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:47,2025-01-07 03:40:50,2.344s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/button_SeleccArt""), STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:50,2025-01-07 03:40:50,0.351s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_ART_LIMP""), STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:50,2025-01-07 03:40:50,0.446s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_artic""), ""PRUEBA1"", STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:50,2025-01-07 03:40:51,0.692s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_val""), ""13"", STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:51,2025-01-07 03:40:52,0.690s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_larg""), ""12"", STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:52,2025-01-07 03:40:53,0.760s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_anch""), ""14"", STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:53,2025-01-07 03:40:53,0.620s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_alt""), ""15"", STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:53,2025-01-07 03:40:54,0.613s,PASSED
"setText(findTestObject(""Object Repository/Registro de envíos/Test cases/input_pqte_peso""), ""1"", STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:54,2025-01-07 03:40:54,0.653s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_PuntPartid""), STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:54,2025-01-07 03:40:55,0.337s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/a_LIMA""), STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:55,2025-01-07 03:40:55,0.377s,PASSED
"delay(3, STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:55,2025-01-07 03:40:58,3.011s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Registro de envíos/Test cases/div_PROMCOLAB""), 0, STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:58,2025-01-07 03:40:59,0.335s,PASSED
"click(findTestObject(""Object Repository/Registro de envíos/Test cases/span_""), STOP_ON_FAILURE)",Chrome 131.0.0.0,,,2025-01-07 03:40:59,2025-01-07 03:40:59,0.466s,FAILED
,,,,,,,
